year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version
2018,California,CA,6,93,71,US House,1,gen,FALSE,Audrey Denney,democrat,FALSE,total,263096,583188,FALSE,20190110
2018,California,CA,6,93,71,US House,1,gen,FALSE,Doug La Malfa,republican,FALSE,total,320092,583188,FALSE,20190110
2018,California,CA,6,93,71,US House,10,gen,FALSE,Jeff Denham,republican,FALSE,total,211910,443800,FALSE,20190110
2018,California,CA,6,93,71,US House,10,gen,FALSE,Josh Harder,democrat,FALSE,total,231890,443800,FALSE,20190110
2018,California,CA,6,93,71,US House,11,gen,FALSE,John Fitzgerald,republican,FALSE,total,142624,551362,FALSE,20190110
2018,California,CA,6,93,71,US House,11,gen,FALSE,Mark DeSaulnier,democrat,FALSE,total,408738,551362,FALSE,20190110
2018,California,CA,6,93,71,US House,12,gen,FALSE,Lisa Remmer,republican,FALSE,total,83560,634144,FALSE,20190110
2018,California,CA,6,93,71,US House,12,gen,FALSE,Nancy Pelosi,democrat,FALSE,total,550584,634144,FALSE,20190110
2018,California,CA,6,93,71,US House,13,gen,FALSE,Barbara Lee,democrat,FALSE,total,521160,589674,FALSE,20190110
2018,California,CA,6,93,71,US House,13,gen,FALSE,Laura Wells,green,FALSE,total,68514,589674,FALSE,20190110
2018,California,CA,6,93,71,US House,14,gen,FALSE,Cristina Osmena,republican,FALSE,total,110878,533646,FALSE,20190110
2018,California,CA,6,93,71,US House,14,gen,FALSE,Jackie Speier,democrat,FALSE,total,422768,533646,FALSE,20190110
2018,California,CA,6,93,71,US House,15,gen,FALSE,Eric Swalwell,democrat,FALSE,total,355978,487858,FALSE,20190110
2018,California,CA,6,93,71,US House,15,gen,FALSE,Rudy L. Peters Jr.,republican,FALSE,total,131880,487858,FALSE,20190110
2018,California,CA,6,93,71,US House,16,gen,FALSE,Elizabeth Heng,republican,FALSE,total,121386,285918,FALSE,20190110
2018,California,CA,6,93,71,US House,16,gen,FALSE,Jim Costa,democrat,FALSE,total,164532,285918,FALSE,20190110
2018,California,CA,6,93,71,US House,17,gen,FALSE,Ro Khanna,democrat,FALSE,total,318210,422324,FALSE,20190110
2018,California,CA,6,93,71,US House,17,gen,FALSE,Ron Cohen,republican,FALSE,total,104114,422324,FALSE,20190110
2018,California,CA,6,93,71,US House,18,gen,FALSE,Anna G. Eshoo,democrat,FALSE,total,450284,604476,FALSE,20190110
2018,California,CA,6,93,71,US House,18,gen,FALSE,Christine Russell,republican,FALSE,total,154192,604476,FALSE,20190110
2018,California,CA,6,93,71,US House,19,gen,FALSE,Justin James Aguilera,republican,FALSE,total,115646,440638,FALSE,20190110
2018,California,CA,6,93,71,US House,19,gen,FALSE,Zoe Lofgren,democrat,FALSE,total,324992,440638,FALSE,20190110
2018,California,CA,6,93,71,US House,2,gen,FALSE,Dale K. Mensing,republican,FALSE,total,145152,631314,FALSE,20190110
2018,California,CA,6,93,71,US House,2,gen,FALSE,Jared Huffman,democrat,FALSE,total,486162,631314,FALSE,20190110
2018,California,CA,6,93,71,US House,20,gen,FALSE,Jimmy Panetta,democrat,FALSE,total,367354,451442,FALSE,20190110
2018,California,CA,6,93,71,US House,20,gen,FALSE,Ronald Paul Kabat,no party preference,FALSE,total,84088,451442,FALSE,20190110
2018,California,CA,6,93,71,US House,21,gen,FALSE,David G. Valadao,republican,FALSE,total,112754,227232,FALSE,20190110
2018,California,CA,6,93,71,US House,21,gen,FALSE,TJ Cox,democrat,FALSE,total,114478,227232,FALSE,20190110
2018,California,CA,6,93,71,US House,22,gen,FALSE,Andrew Janz,democrat,FALSE,total,210272,444758,FALSE,20190110
2018,California,CA,6,93,71,US House,22,gen,FALSE,Devin G. Nunes,republican,FALSE,total,234486,444758,FALSE,20190110
2018,California,CA,6,93,71,US House,23,gen,FALSE,Kevin McCarthy,republican,FALSE,total,262226,411548,FALSE,20190110
2018,California,CA,6,93,71,US House,23,gen,FALSE,Tatiana Matta,democrat,FALSE,total,149322,411548,FALSE,20190110
2018,California,CA,6,93,71,US House,24,gen,FALSE,Justin Fareed,republican,FALSE,total,235762,568862,FALSE,20190110
2018,California,CA,6,93,71,US House,24,gen,FALSE,Salud Carbajal,democrat,FALSE,total,333100,568862,FALSE,20190110
2018,California,CA,6,93,71,US House,25,gen,FALSE,Katie Hill,democrat,FALSE,total,266418,490044,FALSE,20190110
2018,California,CA,6,93,71,US House,25,gen,FALSE,Steve Knight,republican,FALSE,total,223626,490044,FALSE,20190110
2018,California,CA,6,93,71,US House,26,gen,FALSE,"Antonio Sabato, Jr.",republican,FALSE,total,194420,510852,FALSE,20190110
2018,California,CA,6,93,71,US House,26,gen,FALSE,Julia Brownley,democrat,FALSE,total,316432,510852,FALSE,20190110
2018,California,CA,6,93,71,US House,27,gen,FALSE,Bryan Witt,democrat,FALSE,total,84264,405272,FALSE,20190110
2018,California,CA,6,93,71,US House,27,gen,FALSE,Judy Chu,democrat,FALSE,total,321008,405272,FALSE,20190110
2018,California,CA,6,93,71,US House,28,gen,FALSE,Adam B. Schiff,democrat,FALSE,total,393324,501868,FALSE,20190110
2018,California,CA,6,93,71,US House,28,gen,FALSE,Johnny J. Nalbandian,republican,FALSE,total,108544,501868,FALSE,20190110
2018,California,CA,6,93,71,US House,29,gen,FALSE,Benito Benny Bernal,republican,FALSE,total,59990,309384,FALSE,20190110
2018,California,CA,6,93,71,US House,29,gen,FALSE,Tony Cardenas,democrat,FALSE,total,249394,309384,FALSE,20190110
2018,California,CA,6,93,71,US House,3,gen,FALSE,Charlie Schaupp,republican,FALSE,total,194752,464502,FALSE,20190110
2018,California,CA,6,93,71,US House,3,gen,FALSE,John Garamendi,democrat,FALSE,total,269750,464502,FALSE,20190110
2018,California,CA,6,93,71,US House,30,gen,FALSE,Brad Sherman,democrat,FALSE,total,383146,521986,FALSE,20190110
2018,California,CA,6,93,71,US House,30,gen,FALSE,Mark S. Reed,republican,FALSE,total,138840,521986,FALSE,20190110
2018,California,CA,6,93,71,US House,31,gen,FALSE,Pete Aguilar,democrat,FALSE,total,220286,374990,FALSE,20190110
2018,California,CA,6,93,71,US House,31,gen,FALSE,Sean Flynn,republican,FALSE,total,154704,374990,FALSE,20190110
2018,California,CA,6,93,71,US House,32,gen,FALSE,Grace Flores Napolitano,democrat,FALSE,total,243518,354062,FALSE,20190110
2018,California,CA,6,93,71,US House,32,gen,FALSE,Joshua M. Scott,republican,FALSE,total,110544,354062,FALSE,20190110
2018,California,CA,6,93,71,US House,33,gen,FALSE,Kenneth Weston Wright,republican,FALSE,total,187538,625720,FALSE,20190110
2018,California,CA,6,93,71,US House,33,gen,FALSE,Ted W. Lieu,democrat,FALSE,total,438182,625720,FALSE,20190110
2018,California,CA,6,93,71,US House,34,gen,FALSE,Jimmy Gomez,democrat,FALSE,total,220390,303812,FALSE,20190110
2018,California,CA,6,93,71,US House,34,gen,FALSE,Kenneth Mejia,green,FALSE,total,83422,303812,FALSE,20190110
2018,California,CA,6,93,71,US House,35,gen,FALSE,Christian Leonel Valiente,republican,FALSE,total,91208,298048,FALSE,20190110
2018,California,CA,6,93,71,US House,35,gen,FALSE,Norma J. Torres,democrat,FALSE,total,206840,298048,FALSE,20190110
2018,California,CA,6,93,71,US House,36,gen,FALSE,Kimberlin Brown Pelzer,republican,FALSE,total,169678,414016,FALSE,20190110
2018,California,CA,6,93,71,US House,36,gen,FALSE,Raul Ruiz,democrat,FALSE,total,244338,414016,FALSE,20190110
2018,California,CA,6,93,71,US House,37,gen,FALSE,Karen Bass,democrat,FALSE,total,421110,472756,FALSE,20190110
2018,California,CA,6,93,71,US House,37,gen,FALSE,Ron J. Bassilian,republican,FALSE,total,51646,472756,FALSE,20190110
2018,California,CA,6,93,71,US House,38,gen,FALSE,Linda T. Sanchez,democrat,FALSE,total,278376,404312,FALSE,20190110
2018,California,CA,6,93,71,US House,38,gen,FALSE,Ryan Downing,republican,FALSE,total,125936,404312,FALSE,20190110
2018,California,CA,6,93,71,US House,39,gen,FALSE,Gil Cisneros,democrat,FALSE,total,252004,488786,FALSE,20190110
2018,California,CA,6,93,71,US House,39,gen,FALSE,Young Kim,republican,FALSE,total,236782,488786,FALSE,20190110
2018,California,CA,6,93,71,US House,4,gen,FALSE,Jessica Morse,democrat,FALSE,total,312506,681308,FALSE,20190110
2018,California,CA,6,93,71,US House,4,gen,FALSE,Tom McClintock,republican,FALSE,total,368802,681308,FALSE,20190110
2018,California,CA,6,93,71,US House,40,gen,FALSE,Lucille Roybal-Allard,democrat,FALSE,total,187876,242898,FALSE,20190110
2018,California,CA,6,93,71,US House,40,gen,FALSE,Rodolfo Cortes Barragan,green,FALSE,total,55022,242898,FALSE,20190110
2018,California,CA,6,93,71,US House,41,gen,FALSE,Aja Smith,republican,FALSE,total,116042,332496,FALSE,20190110
2018,California,CA,6,93,71,US House,41,gen,FALSE,Mark Takano,democrat,FALSE,total,216454,332496,FALSE,20190110
2018,California,CA,6,93,71,US House,42,gen,FALSE,Julia C Peacock,democrat,FALSE,total,201784,463864,FALSE,20190110
2018,California,CA,6,93,71,US House,42,gen,FALSE,Ken Calvert,republican,FALSE,total,262080,463864,FALSE,20190110
2018,California,CA,6,93,71,US House,43,gen,FALSE,Maxine Waters,democrat,FALSE,total,304544,392104,FALSE,20190110
2018,California,CA,6,93,71,US House,43,gen,FALSE,Omar Navarro,republican,FALSE,total,87560,392104,FALSE,20190110
2018,California,CA,6,93,71,US House,44,gen,FALSE,Aja L. Brown,democrat,FALSE,total,90756,286644,FALSE,20190110
2018,California,CA,6,93,71,US House,44,gen,FALSE,Nanette Diaz Barragan,democrat,FALSE,total,195888,286644,FALSE,20190110
2018,California,CA,6,93,71,US House,45,gen,FALSE,Katie Porter,democrat,FALSE,total,317812,610578,FALSE,20190110
2018,California,CA,6,93,71,US House,45,gen,FALSE,Mimi Walters,republican,FALSE,total,292766,610578,FALSE,20190110
2018,California,CA,6,93,71,US House,46,gen,FALSE,Lou Correa,democrat,FALSE,total,204556,295832,FALSE,20190110
2018,California,CA,6,93,71,US House,46,gen,FALSE,Russell Rene Lambert,republican,FALSE,total,91276,295832,FALSE,20190110
2018,California,CA,6,93,71,US House,47,gen,FALSE,Alan Lowenthal,democrat,FALSE,total,286708,442072,FALSE,20190110
2018,California,CA,6,93,71,US House,47,gen,FALSE,John Briscoe,republican,FALSE,total,155364,442072,FALSE,20190110
2018,California,CA,6,93,71,US House,48,gen,FALSE,Dana Rohrabacher,republican,FALSE,total,273798,589472,FALSE,20190110
2018,California,CA,6,93,71,US House,48,gen,FALSE,Harley Rouda,democrat,FALSE,total,315674,589472,FALSE,20190110
2018,California,CA,6,93,71,US House,49,gen,FALSE,Diane L. Harkey,republican,FALSE,total,257154,590060,FALSE,20190110
2018,California,CA,6,93,71,US House,49,gen,FALSE,Mike Levin,democrat,FALSE,total,332906,590060,FALSE,20190110
2018,California,CA,6,93,71,US House,5,gen,FALSE,Anthony Mills,no party preference,FALSE,total,110316,522036,FALSE,20190110
2018,California,CA,6,93,71,US House,5,gen,FALSE,Mike Thompson,democrat,FALSE,total,411720,522036,FALSE,20190110
2018,California,CA,6,93,71,US House,50,gen,FALSE,Ammar Campa-Najjar,democrat,FALSE,total,250896,519620,FALSE,20190110
2018,California,CA,6,93,71,US House,50,gen,FALSE,Duncan Hunter,republican,FALSE,total,268724,519620,FALSE,20190110
2018,California,CA,6,93,71,US House,51,gen,FALSE,Juan M. Hidalgo Jr.,republican,FALSE,total,88602,307656,FALSE,20190110
2018,California,CA,6,93,71,US House,51,gen,FALSE,Juan Vargas,democrat,FALSE,total,219054,307656,FALSE,20190110
2018,California,CA,6,93,71,US House,52,gen,FALSE,Omar Qudrat,republican,FALSE,total,214030,592014,FALSE,20190110
2018,California,CA,6,93,71,US House,52,gen,FALSE,Scott Peters,democrat,FALSE,total,377984,592014,FALSE,20190110
2018,California,CA,6,93,71,US House,53,gen,FALSE,Morgan Murtaugh,republican,FALSE,total,166254,537588,FALSE,20190110
2018,California,CA,6,93,71,US House,53,gen,FALSE,Susan A. Davis,democrat,FALSE,total,371334,537588,FALSE,20190110
2018,California,CA,6,93,71,US House,6,gen,FALSE,Doris Matsui,democrat,FALSE,total,324822,403878,FALSE,20190110
2018,California,CA,6,93,71,US House,6,gen,FALSE,Jrmar Jefferson,democrat,FALSE,total,79056,403878,FALSE,20190110
2018,California,CA,6,93,71,US House,7,gen,FALSE,Ami Bera,democrat,FALSE,total,310032,563234,FALSE,20190110
2018,California,CA,6,93,71,US House,7,gen,FALSE,Andrew Grant,republican,FALSE,total,253202,563234,FALSE,20190110
2018,California,CA,6,93,71,US House,8,gen,FALSE,Paul Cook,republican,FALSE,total,204830,341570,FALSE,20190110
2018,California,CA,6,93,71,US House,8,gen,FALSE,Tim Donnelly,republican,FALSE,total,136740,341570,FALSE,20190110
2018,California,CA,6,93,71,US House,9,gen,FALSE,Jerry McNerney,democrat,FALSE,total,226828,401526,FALSE,20190110
2018,California,CA,6,93,71,US House,9,gen,FALSE,Marla Livengood,republican,FALSE,total,174698,401526,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,1,gen,FALSE,"Earl L. """"Buddy"""" Carter",republican,FALSE,total,144741,250683,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,1,gen,FALSE,Lisa M. Ring,democrat,FALSE,total,105942,250683,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,2,gen,FALSE,Herman West Jr,republican,FALSE,total,92472,229171,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,2,gen,FALSE,Sanford Bishop,democrat,FALSE,total,136699,229171,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,3,gen,FALSE,Drew Ferguson,republican,FALSE,total,191996,293006,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,3,gen,FALSE,Chuck Enderlin,democrat,FALSE,total,101010,293006,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,4,gen,FALSE,Joe Profit,republican,FALSE,total,61092,288809,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,4,gen,FALSE,"Henry C """"Hank"""" Johnson Jr",democrat,FALSE,total,227717,288809,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,5,gen,FALSE,John R. Lewis,democrat,FALSE,total,275406,275406,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,6,gen,FALSE,Karen Handel,republican,FALSE,total,156875,317014,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,6,gen,FALSE,Lucy McBath,democrat,FALSE,total,160139,317014,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,7,gen,FALSE,Rob Woodall,republican,FALSE,total,140430,280441,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,7,gen,FALSE,Carolyn Bourdeaux,democrat,FALSE,total,140011,280441,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,8,gen,FALSE,Austin Scott,republican,FALSE,total,198152,198152,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,9,gen,FALSE,Doug Collins,republican,FALSE,total,224661,282573,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,9,gen,FALSE,Josh McCall,democrat,FALSE,total,57912,282573,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,10,gen,FALSE,Jody Hice,republican,FALSE,total,190396,302735,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,10,gen,FALSE,Tabitha A. Johnson-Green,democrat,FALSE,total,112339,302735,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,11,gen,FALSE,Barry Loudermilk,republican,FALSE,total,191887,310540,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,11,gen,FALSE,Flynn D. Broady Jr,democrat,FALSE,total,118653,310540,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,12,gen,FALSE,Rick W. Allen,republican,FALSE,total,148986,250489,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,12,gen,FALSE,Francys Johnson,democrat,FALSE,total,101503,250489,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,13,gen,FALSE,David Callahan,republican,FALSE,total,69760,292917,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,13,gen,FALSE,David Scott,democrat,FALSE,total,223157,292917,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,14,gen,FALSE,Tom Graves,republican,FALSE,total,175743,229724,FALSE,20190110
2018,Georgia,GA,13,58,44,US House,14,gen,FALSE,Steven Lamar Foster,democrat,FALSE,total,53981,229724,FALSE,20190110
2018,Florida,FL,12,59,43,US House,1,gen,FALSE,Jennifer M. Zimmerman,democrat,FALSE,total,106199,644776,FALSE,20190110
2018,Florida,FL,12,59,43,US House,1,gen,FALSE,Matt Gaetz,republican,FALSE,total,216189,644776,FALSE,20190110
2018,Florida,FL,12,59,43,US House,11,gen,FALSE,Dana Cottrell,democrat,FALSE,total,128053,735012,FALSE,20190110
2018,Florida,FL,12,59,43,US House,11,gen,FALSE,Daniel Webster,republican,FALSE,total,239395,735012,FALSE,20190110
2018,Florida,FL,12,59,43,US House,11,gen,FALSE,NA,NA,TRUE,total,58,735012,FALSE,20190110
2018,Florida,FL,12,59,43,US House,12,gen,FALSE,Angelika Purkis,no party affiliation,FALSE,total,7510,669836,FALSE,20190110
2018,Florida,FL,12,59,43,US House,12,gen,FALSE,Chris Hunter,democrat,FALSE,total,132844,669836,FALSE,20190110
2018,Florida,FL,12,59,43,US House,12,gen,FALSE,Gus Michael Bilirakis,republican,FALSE,total,194564,669836,FALSE,20190110
2018,Florida,FL,12,59,43,US House,13,gen,FALSE,Charlie Crist,democrat,FALSE,total,182717,633942,FALSE,20190110
2018,Florida,FL,12,59,43,US House,13,gen,FALSE,George Buck,republican,FALSE,total,134254,633942,FALSE,20190110
2018,Florida,FL,12,59,43,US House,15,gen,FALSE,Kristen Carlson,democrat,FALSE,total,134132,571064,FALSE,20190110
2018,Florida,FL,12,59,43,US House,15,gen,FALSE,Ross Spano,republican,FALSE,total,151380,571064,FALSE,20190110
2018,Florida,FL,12,59,43,US House,15,gen,FALSE,NA,NA,TRUE,total,20,571064,FALSE,20190110
2018,Florida,FL,12,59,43,US House,16,gen,FALSE,David Shapiro,democrat,FALSE,total,164463,723892,FALSE,20190110
2018,Florida,FL,12,59,43,US House,16,gen,FALSE,Vern Buchanan,republican,FALSE,total,197483,723892,FALSE,20190110
2018,Florida,FL,12,59,43,US House,17,gen,FALSE,Allen Ellison,democrat,FALSE,total,117194,621040,FALSE,20190110
2018,Florida,FL,12,59,43,US House,17,gen,FALSE,Greg Steube,republican,FALSE,total,193326,621040,FALSE,20190110
2018,Florida,FL,12,59,43,US House,18,gen,FALSE,Brian Mast,republican,FALSE,total,185905,684718,FALSE,20190110
2018,Florida,FL,12,59,43,US House,18,gen,FALSE,Lauren Baer,democrat,FALSE,total,156454,684718,FALSE,20190110
2018,Florida,FL,12,59,43,US House,19,gen,FALSE,David Holden,democrat,FALSE,total,128106,679214,FALSE,20190110
2018,Florida,FL,12,59,43,US House,19,gen,FALSE,Francis Rooney,republican,FALSE,total,211465,679214,FALSE,20190110
2018,Florida,FL,12,59,43,US House,19,gen,FALSE,NA,NA,TRUE,total,36,679214,FALSE,20190110
2018,Florida,FL,12,59,43,US House,2,gen,FALSE,Bob Rackleff,democrat,FALSE,total,96233,591136,FALSE,20190110
2018,Florida,FL,12,59,43,US House,2,gen,FALSE,Neal Dunn,republican,FALSE,total,199335,591136,FALSE,20190110
2018,Florida,FL,12,59,43,US House,20,gen,FALSE,Alcee L. Hastings,democrat,FALSE,total,202659,405648,FALSE,20190110
2018,Florida,FL,12,59,43,US House,20,gen,FALSE,NA,NA,TRUE,total,165,405648,FALSE,20190110
2018,Florida,FL,12,59,43,US House,22,gen,FALSE,Nicolas Kimaz,republican,FALSE,total,113049,595366,FALSE,20190110
2018,Florida,FL,12,59,43,US House,22,gen,FALSE,Ted Deutch,democrat,FALSE,total,184634,595366,FALSE,20190110
2018,Florida,FL,12,59,43,US House,23,gen,FALSE,Debbie Wasserman Schultz,democrat,FALSE,total,161611,552732,FALSE,20190110
2018,Florida,FL,12,59,43,US House,23,gen,FALSE,Don Endriss,no party affiliation,FALSE,total,1612,552732,FALSE,20190110
2018,Florida,FL,12,59,43,US House,23,gen,FALSE,Joseph 'Joe' Kaufman,republican,FALSE,total,99446,552732,FALSE,20190110
2018,Florida,FL,12,59,43,US House,23,gen,FALSE,Timothy A. 'Tim' Canova,no party affiliation,FALSE,total,13697,552732,FALSE,20190110
2018,Florida,FL,12,59,43,US House,25,gen,FALSE,Mario Diaz-Balart,republican,FALSE,total,128672,425690,FALSE,20190110
2018,Florida,FL,12,59,43,US House,25,gen,FALSE,Mary Barzee Flores,democrat,FALSE,total,84173,425690,FALSE,20190110
2018,Florida,FL,12,59,43,US House,26,gen,FALSE,Carlos Curbelo,republican,FALSE,total,115678,470950,FALSE,20190110
2018,Florida,FL,12,59,43,US House,26,gen,FALSE,Debbie Mucarsel-Powell,democrat,FALSE,total,119797,470950,FALSE,20190110
2018,Florida,FL,12,59,43,US House,27,gen,FALSE,Donna Shalala,democrat,FALSE,total,130743,505172,FALSE,20190110
2018,Florida,FL,12,59,43,US House,27,gen,FALSE,Maria Elvira Salazar,republican,FALSE,total,115588,505172,FALSE,20190110
2018,Florida,FL,12,59,43,US House,27,gen,FALSE,Mayra Joli,no party affiliation,FALSE,total,6255,505172,FALSE,20190110
2018,Florida,FL,12,59,43,US House,3,gen,FALSE,Ted Yoho,republican,FALSE,total,176616,612992,FALSE,20190110
2018,Florida,FL,12,59,43,US House,3,gen,FALSE,Yvonne Hayes Hinson,democrat,FALSE,total,129880,612992,FALSE,20190110
2018,Florida,FL,12,59,43,US House,4,gen,FALSE,George 'Ges' Selmont,democrat,FALSE,total,123351,762498,FALSE,20190110
2018,Florida,FL,12,59,43,US House,4,gen,FALSE,Jason Michael Bulger,no party affiliation,FALSE,total,2321,762498,FALSE,20190110
2018,Florida,FL,12,59,43,US House,4,gen,FALSE,Joceline Berrios,no party affiliation,FALSE,total,7155,762498,FALSE,20190110
2018,Florida,FL,12,59,43,US House,4,gen,FALSE,John H. Rutherford,republican,FALSE,total,248420,762498,FALSE,20190110
2018,Florida,FL,12,59,43,US House,4,gen,FALSE,NA,NA,TRUE,total,2,762498,FALSE,20190110
2018,Florida,FL,12,59,43,US House,5,gen,FALSE,Al Lawson,democrat,FALSE,total,180527,540652,FALSE,20190110
2018,Florida,FL,12,59,43,US House,5,gen,FALSE,Virginia Fuller,republican,FALSE,total,89799,540652,FALSE,20190110
2018,Florida,FL,12,59,43,US House,6,gen,FALSE,Michael Waltz,republican,FALSE,total,187891,667298,FALSE,20190110
2018,Florida,FL,12,59,43,US House,6,gen,FALSE,Nancy Soderberg,democrat,FALSE,total,145758,667298,FALSE,20190110
2018,Florida,FL,12,59,43,US House,7,gen,FALSE,Mike Miller,republican,FALSE,total,134285,634796,FALSE,20190110
2018,Florida,FL,12,59,43,US House,7,gen,FALSE,Stephanie Murphy,democrat,FALSE,total,183113,634796,FALSE,20190110
2018,Florida,FL,12,59,43,US House,8,gen,FALSE,Bill Posey,republican,FALSE,total,218112,721054,FALSE,20190110
2018,Florida,FL,12,59,43,US House,8,gen,FALSE,Sanjay Patel,democrat,FALSE,total,142415,721054,FALSE,20190110
2018,Florida,FL,12,59,43,US House,9,gen,FALSE,Darren Soto,democrat,FALSE,total,172172,593474,FALSE,20190110
2018,Florida,FL,12,59,43,US House,9,gen,FALSE,Wayne Liebnitzky,republican,FALSE,total,124565,593474,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,1,gen,FALSE,Bobby L. Rush,democrat,FALSE,total,189560,257885,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,1,gen,FALSE,"Jimmy Lee Tillman, Ii",republican,FALSE,total,50960,257885,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,1,gen,FALSE,Thomas Rudbeck,independent,FALSE,total,17365,257885,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,1,gen,FALSE,NA,NA,TRUE,total,0,257885,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,10,gen,FALSE,Brad Schneider,democrat,FALSE,total,156540,238664,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,10,gen,FALSE,Douglas R. Bennett,republican,FALSE,total,82124,238664,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,11,gen,FALSE,Bill Foster,democrat,FALSE,total,145407,227765,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,11,gen,FALSE,Nick Stella,republican,FALSE,total,82358,227765,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,12,gen,FALSE,Brendan Kelly,democrat,FALSE,total,118724,261543,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,12,gen,FALSE,Mike Bost,republican,FALSE,total,134884,261543,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,12,gen,FALSE,Randy Auxier,green,FALSE,total,7935,261543,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,13,gen,FALSE,Betsy Dirksen Londrigan,democrat,FALSE,total,134458,270981,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,13,gen,FALSE,Rodney Davis,republican,FALSE,total,136516,270981,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,13,gen,FALSE,NA,NA,TRUE,total,7,270981,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,14,gen,FALSE,Lauren Underwood,democrat,FALSE,total,156035,297199,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,14,gen,FALSE,Randall M. \Randy\ Hultgren,republican,FALSE,total,141164,297199,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,15,gen,FALSE,John M. Shimkus,republican,FALSE,total,181294,255608,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,15,gen,FALSE,Kevin Gaither,democrat,FALSE,total,74309,255608,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,15,gen,FALSE,NA,NA,TRUE,total,5,255608,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,16,gen,FALSE,Adam Kinzinger,republican,FALSE,total,151254,255825,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,16,gen,FALSE,Sara Dady,democrat,FALSE,total,104569,255825,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,16,gen,FALSE,NA,NA,TRUE,total,2,255825,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,17,gen,FALSE,Cheri Bustos,democrat,FALSE,total,142659,229749,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,17,gen,FALSE,William W. \Bill\ Fawell,republican,FALSE,total,87090,229749,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,18,gen,FALSE,Darin Lahood,republican,FALSE,total,195927,291413,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,18,gen,FALSE,Junius Rodriguez,democrat,FALSE,total,95486,291413,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,2,gen,FALSE,David Merkle,republican,FALSE,total,44567,235251,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,2,gen,FALSE,Robin Kelly,democrat,FALSE,total,190684,235251,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,3,gen,FALSE,Arthur J. Jones,republican,FALSE,total,57885,223334,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,3,gen,FALSE,Daniel William Lipinski,democrat,FALSE,total,163053,223334,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,3,gen,FALSE,NA,NA,TRUE,total,2396,223334,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,4,gen,FALSE,Jesus \Chuy\ Garcia,democrat,FALSE,total,143895,166189,FALSE,20190110
2018,Illinois,IL,17,33,21,US House,4,gen,FALSE,Mark Wayne Lorch,republican,FALSE,total,22294,166189,FALSE,20190110
